category,num_restaurants
Chinese-Asian-Seafood-Cantonese-Noodles-Comfort Food,1
Chinese-Asian-Seafood-Chicken-Noodles-Rice-bowls-Wings-Chicken-Vegetarian Friendly,1
Chinese-Asian-Seafood-Family Friendly,1
American-Thai-Fish and Chips-Asian,1
Chinese-Asian-Seafood-Family Meals-Family Friendly,1
Chinese-Asian-Seafood-Noodles,1
Chinese-Asian-Seafood-Noodles-Asian Fusion-Chicken,1
Chinese-Asian-Seafood-Noodles-Healthy-Chicken-Vegetarian Friendly-Congee Boil Rice-Rice-bowls,1
American-Thai-Family Meals-American,1
Chinese-Asian-Soup-Chinese,1
Chinese-Asian-Vegan-Healthy-Chicken-Noodles-Seafood-Family Friendly,1
Chinese-Asian-Vegetarian Friendly,1
Chinese-Asian-Vegetarian Friendly-Family Friendly-Family Meals-Exclusive to Eats-Group Friendly,1
Chinese-Asian-Vegetarian-Vegetarian Friendly-Kids Friendly-Ramen-Soup,1
Chinese-Asian-Wings-Noodles-Seafood-Bubble Tea,1
Chinese-BBQ,1
Chinese-Bakery-Desserts,1
Chinese-Bar Food-Family Meals,1
Chinese-Beef Noodles-Dumpling House,1
Chinese-Cafe-Comfort Food,1
Chinese-Cafe-Desserts,1
Chinese-Cantonese,1
American-Tea &amp; Coffee-Chicken,1
Chinese-Cantonese-BBQ,1
Chinese-Cantonese-BBQ-Asian,1
Chinese-Chicken,1
Chinese-Chicken-Asian,1
Chinese-Chicken-Asian-Asian Fusion-Wings-Seafood-Noodles-Family Friendly-Exclusive to Eats,1
Chinese-Chicken-Bowls,1
Chinese-Chicken-Comfort Food,1
Chinese-Chicken-Healthy,1
Chinese-Chicken-Kids Friendly,1
American-Tacos-Burgers,1
Chinese-Chicken-Noodles-BBQ-Vegan-Vegan Friendly-Vegetarian-Vegetarian Friendly-Noodles-Chinese-Family Friendly-Family Meals-Seafood-Coffee and Tea-Steak-Affordable Meals,1
Chinese-Chicken-Noodles-Seafood,1
Traditional American-BBQ-Family Meals,1
Chinese-Chicken-Seafood-Asian-Asian Fusion-Noodles-Street Food-Rolls-Comfort Food-Allergy Friendly-Exclusive to Eats,1
Chinese-Chicken-Vegetarian-Family Meals,1
American-Sushi-Asian Fusion-Family Friendly,1
Chinese-Comfort Food-Asian,1
Chinese-Desserts,1
Chinese-Desserts-Soup,1
Chinese-Dumplings-Group Friendly,1
American-Sushi,1
Chinese-Exclusive to Eats-Group Friendly,1
American-Steak-Vegan-Allergy Friendly,1
Traditional American-BBQ-Family Meals-Family Friendly,1
Chinese-Family Friendly-Family Meals-Exclusive to Eats,1
American-Steak-Traditional American-Family Meals,1
American-Steak-Sandwiches-Alcohol,1
Chinese-Family Meals-Exclusive to Eats,1
American-Steak-Sandwiches,1
Chinese-Family Meals-Group Friendly,1
Chinese-Fast Food-Asian Fusion,1
Chinese-Fast Food-Teppanyaki,1
Chinese-Fast Food-wings-Family Meals-Family Friendly,1
American-Steak-Sandwich-Burgers,1
Chinese-Halal-Asian Fusion-Allergy Friendly,1
Chinese-Halal-Asian-Asian Fusion-Allergy Friendly,1
Chinese-Healthy,1
Chinese-Healthy-Fast Food-Asian-Seafood-Chicken-Noodles-Vegetarian-Family Friendly-Group Friendly,1
American-Steak-Salads-Sandwich-Comfort Food-Alcohol,1
Chinese-Japanese,1
American-Steak-Salads-Sandwich-Comfort Food,1
Chinese-Japanese-Asian-Family Friendly,1
Chinese-Japanese-Chicken,1
Chinese-Japanese-Exclusive to Eats,1
Traditional American-Bar Food,1
Chinese-Japanese-Korean-Chicken,1
Chinese-Japanese-Northern Thai-Sushi-Asian Fusion-Family Meals,1
Chinese-Japanese-Sushi-Family Friendly,1
Chinese-Juice and Smoothies-Bubble Tea,1
Chinese-Korean-Asian,1
Chinese-Korean-Asian-Group Friendly,1
Chinese-Mongolian-Asian-Asian Fusion-South Asian-South East Asian-Family Friendly,1
American-Steak-Salads-Healthy-Allergy Friendly,1
American-Steak-Salads-Healthy,1
Chinese-Noodles-Asian-Family Friendly,1
Chinese-Noodles-Asian-Family Meals-Salads-Rice-bowls-Asian Fusion-Seafood-Chicken-Steak-Healthy,1
American-Steak-Salads-Family Meals-Healthy,1
Chinese-Noodles-Chicken-Vegetarian Friendly-Seafood-Family Meals,1
Chinese-Noodles-Desserts,1
Chinese-Noodles-Dumpling House,1
Chinese-Noodles-Family Friendly-Group Friendly,1
Chinese-Noodles-Rice Dishes-Cantonese-Seafood-Chicken-Soup-Asian,1
Chinese-Noodles-Rolls,1
Chinese-Noodles-Rolls-Seafood,1
Traditional American-Bar Food-Burgers-Sandwich-Wings-Pizza-Exclusive to Eats,1
Chinese-Noodles-Sandwich-Alcohol,1
Traditional American-Bar Food-Burgers-Wings-Exclusive to Eats,1
Chinese-Noodles-Vegetarian-Family Meals,1
Chinese-Northeastern Thai-Noodles,1
Chinese-Pastry,1
Chinese-Rice Dishes-Chicken,1
Chinese-Rice Dishes-Dumpling House,1
Chinese-Rolls,1
Chinese-Rolls-Soup,1
Traditional American-Bar Food-Salads-Healthy-Family Friendly,1
Chinese-Seafood-Asian-Family Meals-Exclusive to Eats,1
African-Comfort Food-Steak-Black-owned,1
Chinese-Seafood-Chicken-Vegetarian Friendly-Family Friendly-Exclusive to Eats,1
Chinese-Seafood-Comfort Food,1
Chinese-Seafood-Family Meals,1
Chinese-Seafood-Family Meals-Group Friendly,1
Chinese-Seafood-Healthy,1
American-Steak-Salads-Family Meals,1
Chinese-Seafood-Noodles-Chicken-Vegetarian Friendly-Family Friendly-Allergy Friendly-Sushi-Japanese,1
Chinese-Seafood-Noodles-Family Meals,1
Chinese-Seafood-Salads-Healthy-Group Friendly,1
Chinese-Seafood-Szechuan,1
Traditional American-Breakfast and Brunch-Asian,1
Chinese-Seafood-Vegetarian-Rice-bowls-Noodles-Soup-Fried Foods-Fast Food-Comfort Food,1
Chinese-Soup-Chicken,1
Chinese-Soup-Noodles,1
American-Steak-Comfort Food-Salads-Sandwich,1
Chinese-South East Asian-Asian Fusion,1
Chinese-Sushi-Asian,1
Chinese-Sushi-Asian Fusion-Seafood-Chicken,1
Chinese-Sushi-Family Friendly,1
Chinese-Sushi-Healthy-Allergy Friendly,1
Chinese-Sushi-Mongolian,1
Chinese-Taiwanese-Noodles,1
Chinese-Thai,1
Chinese-Thai-Asian,1
Chinese-Thai-Comfort Food,1
Chinese-Thai-Family Meals,1
Chinese-Thai-Seafood,1
Chinese-Thai-Vietnamese,1
Chinese-Thai-Vietnamese-Asian,1
Chinese-Vegetarian Friendly,1
Chinese-Vegetarian Friendly-Desserts,1
Chinese-Vegetarian Friendly-Family Friendly,1
Chinese-Vegetarian Friendly-Noodles-Rice-bowls,1
Chinese-Vegetarian-Allergy Friendly,1
Traditional American-Breakfast and Brunch-Cafe-Alcohol,1
American-Steak-Chicken-Family Meals,1
Chinese-Vegetarian-Soup,1
Chinese-Vegetarian-Friendly-Family Meals,1
Traditional American-Breakfast and Brunch-Greek-Family Meals,1
Chinese-Vietnamese-Asian,1
Chinese-Vietnamese-Asian-Chicken-Noodles,1
Chinese-Vietnamese-Japanese,1
Chinese-Wings-Family Meals,1
Chinese: Cantonese,1
Chinese: Cantonese-Chicken-Vegetarian-Healthy,1
Chinese: Cantonese-Chinese-Seafood-Chicken,1
Chinese: Cantonese-Desserts-Asian-Allergy Friendly,1
Chinese: Cantonese-Seafood-Noodles-Vegetarian Friendly-Chicken,1
Chinese: Hot Pot-Chinese-Asian,1
Traditional American-Burgers,1
Chinese: Noodles &amp; Dumplings-Allergy Friendly,1
Chinese: Noodles &amp; Dumplings-Bubble Tea-Sandwich,1
Chinese: Other-Asian,1
Chinese: Other-Asian-Asian Fusion,1
Chinese: Other-Asian-Asian Fusion-Group Friendly,1
Chinese: Other-Asian-Chinese-Family Friendly-Group Friendly,1
Chinese: Other-Asian-Fast Food-Vegetarian-Vegan-Healthy-Family Friendly,1
Chinese: Other-Asian-Noodles,1
Chinese: Other-Asian-Noodles-Family Meals,1
Chinese: Other-BBQ,1
Chinese: Other-BBQ-Asian,1
Chinese: Other-Chinese-Asian,1
Chinese: Other-Comfort Food-Healthy,1
Chinese: Other-Family Friendly,1
Chinese: Other-Family Meals-Family Friendly,1
Chinese: Other-Noodles,1
Chinese: Other-Seafood-Chicken-Family Meals-Asian,1
Chinese: Other-Wings-Seafood,1
Chinese: Sichuan,1
Chinese: Sichuan-Chinese-Asian-Noodles,1
Chinese: Sichuan-Noodles-Seafood-Asian-Family Friendly-Group Friendly,1
Chinese: Sichuan-Seafood-Asian Fusion,1
Chinese: Sichuan-Soup-Bowls,1
Chinese: Taiwanese-Chicken-Bubble Tea-Gluten Free,1
Traditional American-Burgers-Comfort Food-Pasta-Salads-Sandwiches-Steak-American-Wings,1
Coffee &amp; Tea-African,1
Coffee &amp; Tea-American,1
Coffee &amp; Tea-American-Breakfast and Brunch,1
Coffee &amp; Tea-Bakery-Desserts-Exclusive to Eats,1
Coffee &amp; Tea-Bar Food-Burgers,1
Traditional American-Burgers-Family Friendly,1
Traditional American-Burgers-Fast Food-Chicken-Fried Chicken-Group Friendly,1
Coffee &amp; Tea-Breakfast and Brunch,1
Coffee &amp; Tea-Breakfast and Brunch-Sandwich,1
Coffee &amp; Tea-Bubble Tea,1
Coffee &amp; Tea-Burgers-Sandwich,1
Coffee &amp; Tea-Cafe-American,1
Coffee &amp; Tea-Comfort Food-Cafe,1
Coffee &amp; Tea-Drinks-Juice and Smoothies,1
Traditional American-Burgers-Sandwich-Family Meals-Comfort Food-Pasta-Salads-Sandwiches-Steak-American-Wings,1
Coffee &amp; Tea-Juice &amp; Smoothies,1
Coffee &amp; Tea-Juice &amp; Smoothies-Breakfast &amp; Brunch,1
Coffee &amp; Tea-Juice and Smoothies,1
Coffee &amp; Tea-Juice and Smoothies-American,1
Coffee &amp; Tea-Juice and Smoothies-Exclusive to Eats,1
Coffee &amp; Tea-Juice and Smoothies-Kids Friendly-Allergy Friendly,1
Coffee &amp; Tea-Latin American-Cuban,1
Coffee &amp; Tea-Pastry-American,1
Coffee &amp; Tea-Pastry-Chicken,1
Coffee &amp; Tea-Snacks-Comfort Food-Allergy Friendly,1
American-Steak-Burgers-Exclusive to Eats,1
Traditional American-Burgers-Seafood,1
Coffee and Tea-American-Bakery,1
American-Steak-Alcohol,1
Coffee and Tea-American-Breakfast and Brunch-Alcohol,1
American-Southern-Sandwich,1
Coffee and Tea-American-Breakfast and Brunch-Allergy Friendly-Vegan Friendly,1
Coffee and Tea-American-Breakfast and Brunch-Bagels-Sandwiches,1
Coffee and Tea-American-Breakfast and Brunch-Bakery,1
Coffee and Tea-American-Breakfast and Brunch-Bakery-Healthy-Sandwich-Soup-Vegan Friendly-Vegetarian Friendly-Gluten Free Friendly-Tacos-Juice and Smoothies-Salads-Cafe-Latin American-Burgers-Desserts-Group Friendly,1
Coffee and Tea-American-Breakfast and Brunch-Beer-Alcohol,1
American-Southern-Salads-Seafood-Salads-Burgers-Salads-Pizza,1
Coffee and Tea-American-Breakfast and Brunch-Bubble Tea-Juice and Smoothies,1
Traditional American-Burgers-Wings,1
Coffee and Tea-American-Breakfast and Brunch-Desserts-Desserts-Bubble Tea-Affordable Meals-Comfort Food-Comfort Food-Fried Foods-Juice and Smoothies-Cupcakes,1
Coffee and Tea-American-Breakfast and Brunch-Desserts-Juice and Smoothies,1
American-Southern-Kids Friendly-Desserts,1
Coffee and Tea-American-Breakfast and Brunch-Family Meals,1
Coffee and Tea-American-Breakfast and Brunch-Group Friendly,1
Coffee and Tea-American-Breakfast and Brunch-Healthy-Comfort Food,1
Coffee and Tea-American-Breakfast and Brunch-Juice and Smoothies,1
Coffee and Tea-American-Breakfast and Brunch-New American-Affordable Meals-Family Friendly-Family Meals-Snacks,1
Coffee and Tea-American-Breakfast and Brunch-Rice-bowls-Korean-Chicken,1
Coffee and Tea-American-Breakfast and Brunch-Sandwich-Pastry,1
Coffee and Tea-American-Breakfast and Brunch-Sandwich-Sandwiches-French,1
Coffee and Tea-American-Breakfast and Brunch-Snacks-Desserts,1
Coffee and Tea-American-Breakfast and Brunch-whatever-Cafe-Deli-Soup,1
Coffee and Tea-American-Bubble Tea,1
Coffee and Tea-American-Burgers,1
Coffee and Tea-American-Burgers-Breakfast and Brunch,1
Coffee and Tea-American-Comfort Food,1
Coffee and Tea-American-Desserts-Breakfast and Brunch,1
Coffee and Tea-American-Drinks,1
Coffee and Tea-American-Kids Friendly,1
Coffee and Tea-American-Sandwich,1
Coffee and Tea-American-Sandwich-Exclusive to Eats,1
Coffee and Tea-American-Vegetarian-Ethiopian-Vegetarian Friendly-New American-Specialty Foods,1
Coffee and Tea-Bagels-Breakfast and Brunch,1
Coffee and Tea-Bagels-Juice and Smoothies-Specialty Foods-Gift Store,1
Coffee and Tea-Bakery,1
Coffee and Tea-Bakery-Comfort Food,1
Coffee and Tea-Bakery-Desserts,1
Coffee and Tea-Bakery-Drinks,1
Coffee and Tea-Bakery-Juice and Smoothies-Allergy Friendly,1
American-Southern-Family Meals-Family Friendly,1
Coffee and Tea-Breakfast and Brunch-American,1
Coffee and Tea-Breakfast and Brunch-American-Fast Food-Bakery,1
Coffee and Tea-Breakfast and Brunch-Asian-Asian Fusion-Healthy-Juice and Smoothies-Affordable Meals-Desserts-Desserts-Bubble Tea-Drinks,1
Coffee and Tea-Breakfast and Brunch-Bakery,1
Coffee and Tea-Breakfast and Brunch-Bakery-Sandwich-Desserts,1
Coffee and Tea-Breakfast and Brunch-Brazilian,1
Coffee and Tea-Breakfast and Brunch-Bubble Tea,1
Coffee and Tea-Breakfast and Brunch-Bubble Tea-Bakery-Pastry-AAPI-owned-Allergy Friendly,1
Coffee and Tea-Breakfast and Brunch-Bubble Tea-Group Friendly,1
American-Southern-Comfort Food-Seafood,1
Coffee and Tea-Breakfast and Brunch-Cafe-Exclusive to Eats,1
Coffee and Tea-Breakfast and Brunch-Cafe-Pastry-Family Meals,1
Coffee and Tea-Breakfast and Brunch-Comfort Food,1
Coffee and Tea-Breakfast and Brunch-Desserts,1
Coffee and Tea-Breakfast and Brunch-Drinks,1
Coffee and Tea-Breakfast and Brunch-Family Meals,1
Coffee and Tea-Breakfast and Brunch-Family Meals-Pastry,1
Coffee and Tea-Breakfast and Brunch-Italian,1
American-Alcohol-American-Burgers,1
Coffee and Tea-Breakfast and Brunch-Modern Australian,1
Coffee and Tea-Breakfast and Brunch-New American,1
Coffee and Tea-Breakfast and Brunch-Pastry-Allergy Friendly,1
Coffee and Tea-Breakfast and Brunch-Pastry-Family Meals,1
Traditional American-Burgers-Wings-Exclusive to Eats,1
Coffee and Tea-Breakfast and Brunch-Sandwich-Convenience-Everyday Essentials-Snacks-Home &amp; Personal Care,1
Traditional American-Comfort Food-Pasta-Salads-Sandwiches-Steak-American-Wings-Burgers,1
American-Southern-Chicken-Family Meals,1
Coffee and Tea-Breakfast and Brunch-Sandwiches-Alcohol,1
Coffee and Tea-Breakfast and Brunch-Snacks-Bagels-Sandwich-Sandwiches-Ice Cream + Frozen Yogurt-Pastry,1
Traditional American-Comfort Food-Southern-Family Meals,1
Coffee and Tea-Bubble Tea-Cafe-Desserts-Healthy-Vegan-Vegan Friendly-Juice and Smoothies,1
Coffee and Tea-Bubble Tea-Cafe-Exclusive to Eats,1
Coffee and Tea-Bubble Tea-Desserts,1
American-Southern-Chicken-Black-owned,1
Coffee and Tea-Bubble Tea-Sandwich,1
Coffee and Tea-Cafe,1
Coffee and Tea-Cafe-Breakfast and Brunch,1
Coffee and Tea-Cafe-Comfort Food,1
Coffee and Tea-Cafe-Pastry-Juice and Smoothies-Ice Cream + Frozen Yogurt-Exclusive to Eats,1
Coffee and Tea-Chicken-Salads,1
Coffee and Tea-Comfort Food-Thai-Asian-Asian Fusion-Noodles-Street Food-Desserts-Desserts-Everyday Essentials-Convenience-Grocery-Snacks-Home &amp; Personal Care-Noodles,1
Coffee and Tea-Comfort Food-Vegetarian-Healthy,1
Coffee and Tea-Crepe or Creperie-Bagels,1
American-Southern-Cajun-Seafood,1
Coffee and Tea-Desserts-Bakery,1
Coffee and Tea-Desserts-Breakfast and Brunch,1
Coffee and Tea-Desserts-Drinks,1
Coffee and Tea-Desserts-Italian-Allergy Friendly,1
Coffee and Tea-Desserts-Salads-Sandwich-Healthy,1
African-Comfort Food-Sandwich-Black-owned-Allergy Friendly,1
Coffee and Tea-Drinks-Alcohol,1
Coffee and Tea-Drinks-American,1
Coffee and Tea-Drinks-Breakfast and Brunch,1
Coffee and Tea-Drinks-Bubble Tea,1
Coffee and Tea-Drinks-Convenience,1
Coffee and Tea-Drinks-Pastry,1
American-Soul Food-Southern,1
Coffee and Tea-Grocery,1
American-Soul Food-Seafood-Black-owned,1
Coffee and Tea-Juice and Smoothies-Bakery,1
Traditional American-Family Friendly-Comfort Food-Pasta-Salads-Sandwiches-Steak-American-Wings-Burgers,1
Coffee and Tea-Juice and Smoothies-Bubble Tea,1
Coffee and Tea-Juice and Smoothies-Desserts,1
Coffee and Tea-Juice and Smoothies-Drinks,1
Traditional American-Family Meals-Family Friendly,1
Coffee and Tea-Juice and Smoothies-Pastry,1
Traditional American-Fast Food,1
Coffee and Tea-Kids Friendly-Snacks,1
Coffee and Tea-Modern European-Bakery-Desserts-Vegetarian Friendly-Gluten Free Friendly,1
American-Soul Food-Sandwiches,1
Coffee and Tea-Pastry-Allergy Friendly-Desserts,1
Coffee and Tea-Pastry-American,1
Coffee and Tea-Pastry-Breakfast and Brunch,1
Coffee and Tea-Pastry-Breakfast and Brunch-Sandwiches-Indoor Plants &amp; Gifts,1
Coffee and Tea-Pastry-Juice and Smoothies,1
Coffee and Tea-Poke,1
Coffee and Tea-Salads-Drinks,1
Coffee and Tea-Salads-Sandwich-Healthy,1
Traditional American-Korean,1
Coffee and Tea-Sandwich-Breakfast and Brunch,1
Coffee and Tea-Sandwich-Desserts,1
Coffee and Tea-Sandwich-Exclusive to Eats,1
Coffee and Tea-Sandwich-Juice and Smoothies,1
Coffee and Tea-Sandwich-Pizza,1
Coffee and Tea-Sandwich-Salads-Healthy,1
Coffee and Tea-Sandwiches-Cafe,1
Coffee and Tea-Specialty Foods-Desserts,1
Coffee and Tea-Specialty Foods-Gift Store,1
Coffee and Tea-Specialty Foods-Gift Store-Allergy Friendly,1
Coffee and Tea-Vegan Friendly-American,1
Coffee and Tea-Vegan Friendly-Juice and Smoothies,1
Coffee and Tea-Vegan-Vegetarian-Breakfast and Brunch-Healthy,1
Coffee and Tea-Vegetarian Friendly-Juice and Smoothies,1
American-Soul Food-Chicken-Wings-Bar Food,1
Colombian-Exclusive to Eats,1
African-Chicken-Vegan-Exclusive to Eats,1
American-Soul Food-BBQ,1
Colombian-Mexican-New Mexican-Latin American-Latin Fusion,1
Colombian-Tacos-Wings,1
American-Snacks-Sandwich-Family Meals-BBQ,1
American-Snacks-Sandwich,1
Comfort Food-American-Alcohol,1
Comfort Food-American-BBQ,1
American-Snacks-Pizza,1
American-Snacks-Kids Friendly-Everyday Essentials-Convenience-Home &amp; Personal Care-Drinks,1
American (Traditional)-Sports Bar-Family Friendly,1
Comfort Food-American-Burgers-Allergy Friendly-Family Friendly,1
Comfort Food-American-Burgers-Breakfast and Brunch,1
Comfort Food-American-Burgers-Coffee and Tea-Breakfast and Brunch-Sandwich-Cafe-Exclusive to Eats,1
American-Snacks-Chicken,1
Comfort Food-American-Burgers-Paleo-Vegan-Exclusive to Eats-Allergy Friendly,1
American-Snacks-Candy,1
Comfort Food-American-Chicken-Black-owned-Exclusive to Eats-Group Friendly,1
Comfort Food-American-Chicken-Traditional American-Family Friendly-Chicken,1
American-Snacks-Alcohol,1
Comfort Food-American-Desserts,1
Comfort Food-American-Drinks,1
Comfort Food-American-Exclusive to Eats,1
Comfort Food-American-Fried Chicken,1
pizza-Sandwich-Italian-Family Meals,1
Comfort Food-American-Healthy,1
Comfort Food-American-Juice and Smoothies,1
Comfort Food-American-Kids Friendly-Desserts-Family Friendly-Local Specialities-Group Friendly,1
Comfort Food-American-Kids Friendly-chocolatier-Desserts,1
Comfort Food-American-Salads-Wings,1
American-Snacks,1
Comfort Food-American-Sandwiches,1
Comfort Food-American-Sandwiches-Seafood-Wings-BBQ-Soul Food-Southern-Pasta-Fried Foods,1
Comfort Food-American-Seafood,1
Comfort Food-American-Snack,1
Comfort Food-American-Steak,1
Comfort Food-American-Swedish,1
Comfort Food-American-Vegan Friendly,1
American-Seafood-Steak-Wings-Burgers-Pasta-Comfort Food-Comfort Food-Sandwich-Sandwiches-Kids Friendly-Bar Food-Gourmet-Healthy-Gluten Free Friendly-Salads-Salads-Soup-Group Friendly,1
Comfort Food-American-Wings-Affordable Meals-Kids Friendly-Chicken-Chicken-Fried Chicken-Fried Chicken-Family Friendly-Family Meals-Sandwich-Sandwiches-Comfort Food-Sandwich-Sandwiches,1
American-Seafood-Steak-Wings-Burgers-Burgers-Pasta-Comfort Food-Sandwich-Sandwiches-Kids Friendly-Bar Food-Bar Food-Gourmet-Healthy-Gluten Free Friendly-Salads-Salads-Soup,1
Comfort Food-American-Wings-Allergy Friendly,1
Comfort Food-American-Wings-Allergy Friendly-Chicken-Fried Chicken,1
Comfort Food-American-Wings-Asian,1
Comfort Food-American-Wings-Asian Fusion-Chicken-Sandwich-Salads-Korean,1
Comfort Food-American-Wings-Black-owned-Exclusive to Eats,1
Comfort Food-American-Wings-Chicken-Alcohol,1
Comfort Food-American-Wings-Chicken-Salads-Local Specialities-Sandwich-Family Meals-Desserts-Mac and Cheese-Tacos,1
Comfort Food-American-Wings-Chicken-Sandwiches-Burgers-Pizza-Kids Friendly-Breakfast and Brunch-Seafood,1
wings-Kids Friendly-Burgers,1
Traditional American-Sandwich-Salads-Seafood-Wings-Healthy-Exclusive to Eats,1
American-Seafood-Steak-Wings-Burgers-Burgers-Pasta-Comfort Food-Comfort Food-Sandwich-Sandwiches-Sushi-Kids Friendly-Bar Food-Bar Food-Gourmet-Healthy-Gluten Free Friendly-Salads-Salads-Asian-Soup-Group Friendly,1
Comfort Food-American-Wings-Family Friendly-Group Friendly,1
American-Seafood-Steak-Wings-Burgers-Burgers-Pasta-Comfort Food-Comfort Food-Sandwich-Sandwiches-Kids Friendly-Bar Food-Bar Food-Gourmet-Healthy-Gluten Free Friendly-Salads-Salads-Soup-Group Friendly,1
American-Seafood-Steak-Tacos-Burgers-Family Friendly-Kids Friendly-Salads-Sandwiches-Soup-Breakfast and Brunch,1
American-Seafood-Steak-Healthy-Desserts,1
Comfort Food-American-Wings-Fish and Chips-Family Meals-Kids Friendly,1
Comfort Food-American-Wings-Fried Chicken,1
Comfort Food-American-Wings-Fried Foods,1
Traditional American-Seafood,1
Comfort Food-American-Wings-New American-BBQ-Sandwiches-Sandwich-Chicken-Fried Chicken-Fried Chicken-Fried Foods-Seafood-Comfort Food-Breakfast and Brunch-Drinks-Family Friendly-Family Meals,1
Comfort Food-American-Wings-Peruvian,1
Comfort Food-American-Wings-Sandwich-Sandwiches-Fried Chicken-Fried Chicken-Fried Foods-Comfort Food-Family Friendly-Family Meals-New American-Kids Friendly-Affordable Meals,1
Comfort Food-American-Wings-Sandwiches-Salads-Fried Chicken,1
Comfort Food-American-Wings-Seafood,1
Comfort Food-Asian,1
Comfort Food-BBQ-Chicken,1
Comfort Food-Bar Food-Chicken-Alcohol,1
Comfort Food-Bar Food-Wings-American-Burgers,1
Comfort Food-Black-owned-Vegan Friendly,1
Comfort Food-Breakfast and Brunch-Family Friendly,1
Comfort Food-Breakfast and Brunch-Kids Friendly-Exclusive to Eats-American,1
Comfort Food-Burgers,1
Comfort Food-Burgers-Breakfast and Brunch,1
Traditional American-Seafood-New American-Wings-Burgers-Breakfast and Brunch-Exclusive to Eats,1
Comfort Food-Burgers-Salads-American,1
Comfort Food-Burgers-Wings,1
Traditional American-Southern-BBQ-American-Wings-Bar Food-Sandwich-Family Meals,1
Comfort Food-Cajun-Creole-Seafood,1
American-Seafood-Steak-Family Meals-Family Friendly,1
Comfort Food-Cajun-Pasta,1
